pos	wav/pos_00000_el-GR-AthinaNeural.wav
pos	wav/pos_00001_el-GR-AthinaNeural.wav
pos	wav/pos_00002_el-GR-AthinaNeural.wav
pos	wav/pos_00003_el-GR-AthinaNeural.wav
pos	wav/pos_00004_el-GR-AthinaNeural.wav
pos	wav/pos_00005_el-GR-AthinaNeural.wav
pos	wav/pos_00006_el-GR-AthinaNeural.wav
pos	wav/pos_00007_el-GR-AthinaNeural.wav
pos	wav/pos_00008_el-GR-AthinaNeural.wav
pos	wav/pos_00009_el-GR-AthinaNeural.wav
pos	wav/pos_00010_el-GR-AthinaNeural.wav
pos	wav/pos_00011_el-GR-AthinaNeural.wav
pos	wav/pos_00012_el-GR-AthinaNeural.wav
pos	wav/pos_00013_el-GR-AthinaNeural.wav
pos	wav/pos_00014_el-GR-AthinaNeural.wav
pos	wav/pos_00015_el-GR-AthinaNeural.wav
pos	wav/pos_00016_el-GR-AthinaNeural.wav
pos	wav/pos_00017_el-GR-AthinaNeural.wav
pos	wav/pos_00018_el-GR-NestorasNeural.wav
pos	wav/pos_00019_el-GR-NestorasNeural.wav
pos	wav/pos_00020_el-GR-NestorasNeural.wav
pos	wav/pos_00021_el-GR-NestorasNeural.wav
pos	wav/pos_00022_el-GR-NestorasNeural.wav
pos	wav/pos_00023_el-GR-NestorasNeural.wav
pos	wav/pos_00024_el-GR-NestorasNeural.wav
pos	wav/pos_00025_el-GR-NestorasNeural.wav
pos	wav/pos_00026_el-GR-NestorasNeural.wav
pos	wav/pos_00027_el-GR-NestorasNeural.wav
pos	wav/pos_00028_el-GR-NestorasNeural.wav
pos	wav/pos_00029_el-GR-NestorasNeural.wav
pos	wav/pos_00030_el-GR-NestorasNeural.wav
pos	wav/pos_00031_el-GR-NestorasNeural.wav
pos	wav/pos_00032_el-GR-NestorasNeural.wav
pos	wav/pos_00033_el-GR-NestorasNeural.wav
pos	wav/pos_00034_el-GR-NestorasNeural.wav
pos	wav/pos_00035_el-GR-NestorasNeural.wav
pos	wav/pos_00000_en-US-AriaNeural.wav
pos	wav/pos_00001_en-US-AriaNeural.wav
pos	wav/pos_00002_en-US-AriaNeural.wav
pos	wav/pos_00003_en-US-AriaNeural.wav
pos	wav/pos_00004_en-US-AriaNeural.wav
pos	wav/pos_00005_en-US-AriaNeural.wav
pos	wav/pos_00006_en-US-AriaNeural.wav
pos	wav/pos_00007_en-US-AriaNeural.wav
pos	wav/pos_00008_en-US-AriaNeural.wav
pos	wav/pos_00009_en-US-AriaNeural.wav
pos	wav/pos_00010_en-US-AriaNeural.wav
pos	wav/pos_00011_en-US-AriaNeural.wav
pos	wav/pos_00012_en-US-GuyNeural.wav
pos	wav/pos_00013_en-US-GuyNeural.wav
pos	wav/pos_00014_en-US-GuyNeural.wav
pos	wav/pos_00015_en-US-GuyNeural.wav
pos	wav/pos_00016_en-US-GuyNeural.wav
pos	wav/pos_00017_en-US-GuyNeural.wav
pos	wav/pos_00018_en-US-GuyNeural.wav
pos	wav/pos_00019_en-US-GuyNeural.wav
pos	wav/pos_00020_en-US-GuyNeural.wav
pos	wav/pos_00021_en-US-GuyNeural.wav
pos	wav/pos_00022_en-US-GuyNeural.wav
pos	wav/pos_00023_en-US-GuyNeural.wav
neg	wav/neg_00000_el-GR-AthinaNeural.wav
neg	wav/neg_00001_el-GR-AthinaNeural.wav
neg	wav/neg_00002_el-GR-AthinaNeural.wav
neg	wav/neg_00003_el-GR-AthinaNeural.wav
neg	wav/neg_00004_el-GR-AthinaNeural.wav
neg	wav/neg_00005_el-GR-AthinaNeural.wav
neg	wav/neg_00006_el-GR-AthinaNeural.wav
neg	wav/neg_00007_el-GR-AthinaNeural.wav
neg	wav/neg_00008_el-GR-AthinaNeural.wav
neg	wav/neg_00009_el-GR-AthinaNeural.wav
neg	wav/neg_00010_el-GR-AthinaNeural.wav
neg	wav/neg_00011_el-GR-AthinaNeural.wav
neg	wav/neg_00012_el-GR-AthinaNeural.wav
neg	wav/neg_00013_el-GR-AthinaNeural.wav
neg	wav/neg_00014_el-GR-AthinaNeural.wav
neg	wav/neg_00015_el-GR-AthinaNeural.wav
neg	wav/neg_00016_el-GR-AthinaNeural.wav
neg	wav/neg_00017_el-GR-AthinaNeural.wav
neg	wav/neg_00018_el-GR-AthinaNeural.wav
neg	wav/neg_00019_el-GR-AthinaNeural.wav
neg	wav/neg_00020_el-GR-AthinaNeural.wav
neg	wav/neg_00021_el-GR-AthinaNeural.wav
neg	wav/neg_00022_el-GR-AthinaNeural.wav
neg	wav/neg_00023_el-GR-AthinaNeural.wav
neg	wav/neg_00024_el-GR-AthinaNeural.wav
neg	wav/neg_00025_el-GR-AthinaNeural.wav
neg	wav/neg_00026_el-GR-AthinaNeural.wav
neg	wav/neg_00027_el-GR-AthinaNeural.wav
neg	wav/neg_00028_el-GR-AthinaNeural.wav
neg	wav/neg_00029_el-GR-AthinaNeural.wav
neg	wav/neg_00030_el-GR-AthinaNeural.wav
neg	wav/neg_00031_el-GR-AthinaNeural.wav
neg	wav/neg_00032_el-GR-AthinaNeural.wav
neg	wav/neg_00033_el-GR-AthinaNeural.wav
neg	wav/neg_00034_el-GR-AthinaNeural.wav
neg	wav/neg_00035_el-GR-AthinaNeural.wav
neg	wav/neg_00036_el-GR-AthinaNeural.wav
neg	wav/neg_00037_el-GR-AthinaNeural.wav
neg	wav/neg_00038_el-GR-AthinaNeural.wav
neg	wav/neg_00039_el-GR-AthinaNeural.wav
neg	wav/neg_00040_el-GR-AthinaNeural.wav
neg	wav/neg_00041_el-GR-AthinaNeural.wav
neg	wav/neg_00042_el-GR-AthinaNeural.wav
neg	wav/neg_00043_el-GR-AthinaNeural.wav
neg	wav/neg_00044_el-GR-AthinaNeural.wav
neg	wav/neg_00045_el-GR-AthinaNeural.wav
neg	wav/neg_00046_el-GR-AthinaNeural.wav
neg	wav/neg_00047_el-GR-AthinaNeural.wav
neg	wav/neg_00048_el-GR-AthinaNeural.wav
neg	wav/neg_00049_el-GR-AthinaNeural.wav
neg	wav/neg_00050_el-GR-AthinaNeural.wav
neg	wav/neg_00051_el-GR-AthinaNeural.wav
neg	wav/neg_00052_el-GR-AthinaNeural.wav
neg	wav/neg_00053_el-GR-AthinaNeural.wav
neg	wav/neg_00054_el-GR-AthinaNeural.wav
neg	wav/neg_00055_el-GR-AthinaNeural.wav
neg	wav/neg_00056_el-GR-AthinaNeural.wav
neg	wav/neg_00057_el-GR-AthinaNeural.wav
neg	wav/neg_00058_el-GR-AthinaNeural.wav
neg	wav/neg_00059_el-GR-AthinaNeural.wav
neg	wav/neg_00060_el-GR-AthinaNeural.wav
neg	wav/neg_00061_el-GR-AthinaNeural.wav
neg	wav/neg_00062_el-GR-AthinaNeural.wav
neg	wav/neg_00063_el-GR-NestorasNeural.wav
neg	wav/neg_00064_el-GR-NestorasNeural.wav
neg	wav/neg_00065_el-GR-NestorasNeural.wav
neg	wav/neg_00066_el-GR-NestorasNeural.wav
neg	wav/neg_00067_el-GR-NestorasNeural.wav
neg	wav/neg_00068_el-GR-NestorasNeural.wav
neg	wav/neg_00069_el-GR-NestorasNeural.wav
neg	wav/neg_00070_el-GR-NestorasNeural.wav
neg	wav/neg_00071_el-GR-NestorasNeural.wav
neg	wav/neg_00072_el-GR-NestorasNeural.wav
neg	wav/neg_00073_el-GR-NestorasNeural.wav
neg	wav/neg_00074_el-GR-NestorasNeural.wav
neg	wav/neg_00075_el-GR-NestorasNeural.wav
neg	wav/neg_00076_el-GR-NestorasNeural.wav
neg	wav/neg_00077_el-GR-NestorasNeural.wav
neg	wav/neg_00078_el-GR-NestorasNeural.wav
neg	wav/neg_00079_el-GR-NestorasNeural.wav
neg	wav/neg_00080_el-GR-NestorasNeural.wav
neg	wav/neg_00081_el-GR-NestorasNeural.wav
neg	wav/neg_00082_el-GR-NestorasNeural.wav
neg	wav/neg_00083_el-GR-NestorasNeural.wav
neg	wav/neg_00084_el-GR-NestorasNeural.wav
neg	wav/neg_00085_el-GR-NestorasNeural.wav
neg	wav/neg_00086_el-GR-NestorasNeural.wav
neg	wav/neg_00087_el-GR-NestorasNeural.wav
neg	wav/neg_00088_el-GR-NestorasNeural.wav
neg	wav/neg_00089_el-GR-NestorasNeural.wav
neg	wav/neg_00090_el-GR-NestorasNeural.wav
neg	wav/neg_00091_el-GR-NestorasNeural.wav
neg	wav/neg_00092_el-GR-NestorasNeural.wav
neg	wav/neg_00093_el-GR-NestorasNeural.wav
neg	wav/neg_00094_el-GR-NestorasNeural.wav
neg	wav/neg_00095_el-GR-NestorasNeural.wav
neg	wav/neg_00096_el-GR-NestorasNeural.wav
neg	wav/neg_00097_el-GR-NestorasNeural.wav
neg	wav/neg_00098_el-GR-NestorasNeural.wav
neg	wav/neg_00099_el-GR-NestorasNeural.wav
neg	wav/neg_00100_el-GR-NestorasNeural.wav
neg	wav/neg_00101_el-GR-NestorasNeural.wav
neg	wav/neg_00102_el-GR-NestorasNeural.wav
neg	wav/neg_00103_el-GR-NestorasNeural.wav
neg	wav/neg_00104_el-GR-NestorasNeural.wav
neg	wav/neg_00105_el-GR-NestorasNeural.wav
neg	wav/neg_00106_el-GR-NestorasNeural.wav
neg	wav/neg_00107_el-GR-NestorasNeural.wav
neg	wav/neg_00108_el-GR-NestorasNeural.wav
neg	wav/neg_00109_el-GR-NestorasNeural.wav
neg	wav/neg_00110_el-GR-NestorasNeural.wav
neg	wav/neg_00111_el-GR-NestorasNeural.wav
neg	wav/neg_00112_el-GR-NestorasNeural.wav
